Date,Last Name,First Name,Vehicle Make,Vehicle Model,Status,Total Appointments,Total Missed Appointments
2019-01-15,Robinson,Natalie,Toyota,Sienna,Attended,,
2019-01-15,Hunter,Hannah,Dodge,Avenger,Attended,,
2019-01-15,Freeman,Hannah,Audi,Q3,Missed,,
2019-01-15,Wood,Hannah,BMW,3 Series,Attended,,
2019-01-16,Ford,Charlotte,Dodge,Challenger,Attended,,
2019-01-16,Shaw,Nathan,Toyota,Tacoma,Missed,,
2019-01-16,Wallace,Michael,BMW,4 Series,Attended,,
2019-01-16,Stone,Elijah,Volkswagen,Tiguan,Attended,,
2019-01-16,Burns,Nicholas,Hyundai,Elantra,Attended,,
2019-01-16,Richardson,Hannah,Mercedes-Benz,GLC,Attended,,
2019-01-16,Willis,Emily,Chevrolet,Impala,Missed,,
2019-01-16,Perry,Lucas,Honda,Odyssey,Missed,,
2019-01-17,Lopez,Joshua,Mercedes-Benz,E-Class,Attended,,
2019-01-17,Stewart,Joshua,Ford,Edge,Attended,,
2019-01-17,Hamilton,Caleb,BMW,X3,Attended,,
2019-01-17,Martinez,Evelyn,Ford,F-150,Attended,,
2019-01-17,James,David,Subaru,BRZ,Attended,,
2019-01-17,Hawkins,Nathan,Hyundai,Kona,Attended,,
2019-01-18,Knight,Caleb,Chevrolet,Impala,Attended,,
2019-01-18,Carter,Charlotte,Nissan,Maxima,Attended,,
2019-01-18,Powell,Abigail,Audi,A4,Attended,,
2019-01-18,Brooks,Samuel,Honda,Accord,Attended,,
2019-01-18,Spencer,Ryan,Volkswagen,Jetta,Attended,,
2019-01-18,Ross,Aiden,Subaru,Crosstrek,Attended,,
2019-01-21,Adams,Elizabeth,Jeep,Renegade,Attended,,
2019-01-21,Jordan,Hannah,Chevrolet,Cruze,Attended,,
2019-01-21,Cook,Emma,Ford,Explorer,Attended,,
2019-01-21,Gardner,Nicholas,Mazda,Mazda6,Attended,,
2019-01-21,Lopez,Charlotte,Subaru,Impreza,Attended,,
2019-01-21,Fox,Christopher,Nissan,Maxima,Attended,,
2019-01-22,King,Anthony,Volkswagen,Golf,Attended,,
2019-01-22,Martin,Harper,Hyundai,Tucson,Attended,,
2019-01-22,Ramirez,David,Mazda,Mazda3,Missed,,
2019-01-22,Mitchell,Mia,Ford,Fusion,Attended,,
2019-01-22,Burns,Joshua,Jeep,Grand Cherokee,Missed,,
2019-01-23,Hall,James,Jeep,Cherokee,Attended,,
2019-01-23,Hunt,Avery,Audi,Q5,Attended,,
2019-01-23,Hawkins,Jane,Mazda,CX-5,Attended,,
2019-01-23,Olson,Abigail,Honda,Pilot,Attended,,
2019-01-24,Graham,Dylan,Chevrolet,Malibu,Attended,,
2019-01-24,Robinson,Jonathan,Honda,Pilot,Attended,,
2019-01-24,Perkins,Ella,Mazda,CX-9,Attended,,
2019-01-24,Grant,Joshua,Volkswagen,Jetta,Attended,,
2019-01-25,Morgan,Samuel,BMW,7 Series,Missed,,
2019-01-25,Sanchez,Lucas,Audi,A6,Attended,,
2019-01-25,Clark,Charlotte,Audi,A6,Missed,,
2019-01-25,Webb,Elizabeth,Honda,Accord,Attended,,
2019-01-25,Russell,Lucas,Jeep,Compass,Attended,,
2019-01-28,Tucker,John,Dodge,Charger,Attended,,
2019-01-28,Collins,Dylan,Jeep,Renegade,Attended,,
2019-01-28,Lee,John,Hyundai,Santa Fe,Attended,,
2019-01-28,Myers,Matthew,Chevrolet,Tahoe,Attended,,
2019-01-28,Holmes,James,Mercedes-Benz,C-Class,Attended,,
2019-01-28,Hall,Grace,Volkswagen,Beetle,Attended,,
2019-01-29,Gardner,Aubrey,Nissan,Altima,Attended,,
2019-01-29,Nichols,Mia,Hyundai,Elantra,Missed,,
2019-01-29,Henry,Scarlett,Volkswagen,Beetle,Attended,,
2019-01-29,Bradley,Hannah,BMW,3 Series,Missed,,
2019-01-30,Bradley,Grace,Hyundai,Elantra,Attended,,
2019-01-30,Davis,Adam,Jeep,Cherokee,Missed,,
2019-01-30,Lewis,Nathan,Subaru,Impreza,Attended,,
2019-01-31,Morales,Caleb,Honda,Fit,Attended,,
2019-01-31,Hernandez,Matthew,Jeep,Grand Cherokee,Attended,,
2019-01-31,Hawkins,Amelia,Nissan,Leaf,Missed,,
2019-01-31,Crawford,Sofia,Ford,Explorer,Attended,,
2019-01-31,Wallace,Abigail,Ford,F-150,Missed,,
2019-02-01,Marshall,Abigail,Mazda,MX-5 Miata,Attended,,
2019-02-01,Patterson,Harper,Honda,Civic,Missed,,
2019-02-01,Taylor,Harper,Chevrolet,Tahoe,Attended,,
2019-02-01,Garcia,Nathan,BMW,X3,Missed,,
2019-02-01,Simmons,Aubrey,Nissan,Pathfinder,Missed,,
2019-02-01,Washington,Michael,Volkswagen,Atlas,Missed,,
2019-02-04,Lane,Christopher,Mazda,CX-5,Attended,,
2019-02-04,Smith,Matthew,Kia,Soul,Attended,,
2019-02-04,Flores,Natalie,Kia,Soul,Attended,,
2019-02-04,Jordan,Joshua,Kia,Telluride,Attended,,
2019-02-04,Armstrong,Daniel,Dodge,Grand Caravan,Missed,,
2019-02-04,Phillips,Caleb,Ford,F-150,Attended,,
2019-02-04,Washington,Sarah,Mazda,CX-3,Attended,,
2019-02-05,Reyes,Nathan,BMW,X5,Attended,,
2019-02-05,Hill,Nicholas,Volkswagen,Jetta,Attended,,
2019-02-05,McDonald,Nathan,Ford,Explorer,Missed,,
2019-02-05,Perry,Amelia,Ford,Explorer,Missed,,
2019-02-05,Sanders,Scarlett,Ford,Edge,Attended,,
2019-02-05,Mitchell,Hannah,Subaru,Forester,Attended,,
2019-02-06,Thompson,Joseph,Volkswagen,Beetle,Attended,,
2019-02-06,Ramirez,Matthew,Volkswagen,Jetta,Missed,,
2019-02-06,Lopez,Michael,Mazda,MX-5 Miata,Missed,,
2019-02-06,Patterson,Christopher,Volkswagen,Beetle,Attended,,
2019-02-06,Young,Joseph,Dodge,Challenger,Attended,,
2019-02-06,Morales,Michael,BMW,4 Series,Missed,,
2019-02-06,Graham,Joseph,Jeep,Renegade,Missed,,
2019-02-06,Perry,Lucas,Kia,Optima,Attended,,
2019-02-07,Parker,Anthony,Audi,Q5,Missed,,
2019-02-07,Ramos,Christopher,BMW,7 Series,Missed,,
2019-02-07,Alexander,Dylan,Chevrolet,Tahoe,Missed,,
2019-02-07,Ford,John,Ford,Edge,Attended,,
2019-02-07,Rodriguez,Victoria,Honda,Fit,Attended,,
2019-02-08,Cook,Nicholas,BMW,5 Series,Attended,,
2019-02-08,Hawkins,Nathan,Mazda,CX-3,Attended,,
2019-02-08,Simpson,William,Mercedes-Benz,GLE,Attended,,
2019-02-08,Phillips,Emily,Audi,A4,Attended,,
2019-02-08,Harper,Sofia,Chevrolet,Impala,Attended,,
2019-02-11,Cook,Ella,Chevrolet,Malibu,Missed,,
2019-02-11,Murray,Grace,Audi,A4,Attended,,
2019-02-11,Marshall,Andrew,Volkswagen,Atlas,Attended,,
2019-02-11,Hudson,Lillian,Kia,Forte,Attended,,
2019-02-11,West,Ryan,Kia,Soul,Attended,,
2019-02-11,Ortiz,Hannah,Hyundai,Sonata,Attended,,
2019-02-11,Johnson,Emily,Hyundai,Santa Fe,Attended,,
2019-02-11,Butler,Aria,Nissan,Pathfinder,Attended,,
2019-02-12,Perez,Emma,Subaru,Outback,Attended,,
2019-02-12,Barnes,Evelyn,BMW,7 Series,Attended,,
2019-02-12,Peterson,Aiden,Volkswagen,Atlas,Missed,,
2019-02-12,Jackson,Benjamin,BMW,X3,Attended,,
2019-02-13,Bell,Daniel,Subaru,Crosstrek,Attended,,
2019-02-13,Ferguson,Benjamin,Hyundai,Tucson,Attended,,
2019-02-13,Hawkins,Logan,Kia,Soul,Missed,,
2019-02-13,Baker,David,Subaru,Impreza,Attended,,
2019-02-13,Gonzalez,Gabriel,Toyota,Tacoma,Attended,,
2019-02-13,Johnson,Emily,Subaru,Impreza,Attended,,
2019-02-13,Hawkins,Jane,Hyundai,Kona,Missed,,
2019-02-14,Parker,Adam,Honda,Odyssey,Attended,,
2019-02-14,Carpenter,Michael,Mazda,CX-3,Attended,,
2019-02-14,Johnson,Aiden,Toyota,Camry,Attended,,
2019-02-15,Bailey,Victoria,Volkswagen,Golf,Attended,,
2019-02-15,Walker,Evelyn,Kia,Optima,Attended,,
2019-02-15,Payne,Matthew,BMW,5 Series,Attended,,
2019-02-15,Shaw,Mia,BMW,3 Series,Missed,,
2019-02-15,Washington,Amelia,Dodge,Durango,Attended,,
2019-02-18,Palmer,Chloe,Ford,F-150,Missed,,
2019-02-18,Riley,Dylan,Ford,Mustang,Attended,,
2019-02-18,Perez,William,Volkswagen,Atlas,Attended,,
2019-02-18,Gray,Emily,Toyota,RAV4,Attended,,
2019-02-18,Crawford,Evelyn,Nissan,Murano,Attended,,
2019-02-19,Watkins,Daniel,BMW,7 Series,Attended,,
2019-02-19,Ray,Evelyn,Jeep,Cherokee,Missed,,
2019-02-19,Graham,Daniel,Jeep,Renegade,Missed,,
2019-02-19,Rice,Olivia,Mercedes-Benz,GLA,Attended,,
2019-02-19,Miller,Jackson,Audi,Q3,Attended,,
2019-02-19,Jones,Sofia,Mazda,Mazda6,Attended,,
2019-02-20,Martin,Natalie,Dodge,Charger,Attended,,
2019-02-20,Boyd,Chloe,Jeep,Gladiator,Attended,,
2019-02-20,Hill,Avery,Subaru,Legacy,Attended,,
2019-02-20,Henderson,Andrew,Nissan,Maxima,Attended,,
2019-02-20,Stewart,Natalie,Kia,Sportage,Attended,,
2019-02-20,Watson,Abigail,BMW,4 Series,Attended,,
2019-02-20,Crawford,Aiden,Mercedes-Benz,C-Class,Attended,,
2019-02-20,Bradley,Harper,Dodge,Avenger,Missed,,
2019-02-20,Alexander,Matthew,Mazda,CX-9,Attended,,
2019-02-21,Harris,Aiden,BMW,3 Series,Missed,,
2019-02-21,Ramos,Aria,Dodge,Avenger,Attended,,
2019-02-21,Ruiz,Amelia,Volkswagen,Atlas,Attended,,
2019-02-22,Berry,Sofia,Subaru,Forester,Missed,,
2019-02-22,Snyder,David,Volkswagen,Tiguan,Attended,,
2019-02-22,Spencer,Lillian,Mazda,MX-5 Miata,Missed,,
2019-02-25,Moore,Andrew,Hyundai,Sonata,Attended,,
2019-02-25,Williams,Ella,Ford,Escape,Attended,,
2019-02-25,King,Natalie,Mercedes-Benz,GLE,Attended,,
2019-02-25,Ray,Aria,Ford,Edge,Attended,,
2019-02-25,Hicks,Ella,Honda,CR-V,Attended,,
2019-02-26,Wilson,Jonathan,Audi,A3,Attended,,
2019-02-26,Murray,Anthony,Mazda,CX-5,Missed,,
2019-02-26,Hunt,Harper,Nissan,Rogue,Attended,,
2019-02-26,Henderson,Charlotte,Honda,Odyssey,Missed,,
2019-02-26,Sullivan,Adam,Chevrolet,Equinox,Attended,,
2019-02-26,Willis,Caleb,Hyundai,Kona,Missed,,
2019-02-26,Bennett,Emma,Audi,Q5,Attended,,
2019-02-27,Taylor,Elijah,Mazda,CX-3,Attended,,
2019-02-27,Richardson,Hannah,Jeep,Wrangler,Attended,,
2019-02-27,Lawrence,James,Honda,Accord,Attended,,
2019-02-28,Hamilton,Andrew,Dodge,Challenger,Attended,,
2019-02-28,Mitchell,Ella,Toyota,Camry,Attended,,
2019-02-28,Dixon,Sarah,Mazda,CX-9,Attended,,
2019-03-01,Ruiz,Logan,Hyundai,Palisade,Attended,,
2019-03-01,Watson,Caleb,Nissan,Rogue,Attended,,
2019-03-01,Sanchez,Caleb,Ford,Explorer,Missed,,
2019-03-01,Owens,Adam,Subaru,Crosstrek,Attended,,
2019-03-01,Hart,Emily,Toyota,Highlander,Attended,,
2019-03-04,Ortiz,Mia,Toyota,Sienna,Attended,,
2019-03-04,Porter,Jonathan,Toyota,Corolla,Attended,,
2019-03-04,Diaz,Elijah,Ford,Explorer,Attended,,
2019-03-04,Moore,Joshua,Mazda,CX-9,Attended,,
2019-03-04,Miller,Lucas,Subaru,Crosstrek,Attended,,
2019-03-05,Greene,Michael,Audi,A3,Missed,,
2019-03-05,Harper,Elijah,BMW,X3,Attended,,
2019-03-05,Palmer,Grace,Honda,CR-V,Attended,,
2019-03-05,Webb,Harper,Dodge,Challenger,Attended,,
2019-03-05,Flores,Samuel,Subaru,BRZ,Attended,,
2019-03-05,Ruiz,Anthony,Honda,Pilot,Missed,,
2019-03-06,Patterson,Lucas,Ford,F-150,Missed,,
2019-03-06,Rogers,Gabriel,Hyundai,Sonata,Attended,,
2019-03-06,Baker,Amelia,Mercedes-Benz,C-Class,Attended,,
2019-03-06,Matthews,Victoria,Mercedes-Benz,GLC,Attended,,
2019-03-06,Holmes,James,Mazda,Mazda3,Attended,,
2019-03-06,Campbell,Evelyn,Mercedes-Benz,C-Class,Attended,,
2019-03-06,Garcia,Aubrey,Jeep,Renegade,Missed,,
2019-03-07,Scott,Natalie,Kia,Sportage,Attended,,
2019-03-07,Flores,Sofia,Jeep,Gladiator,Attended,,
2019-03-07,Jackson,Caleb,Ford,Fusion,Attended,,
2019-03-07,Howard,Ryan,Nissan,Rogue,Attended,,
2019-03-07,Davis,Daniel,Volkswagen,Jetta,Attended,,
2019-03-07,Rodriguez,Scarlett,Hyundai,Tucson,Attended,,
2019-03-07,Williams,Benjamin,Audi,Q5,Missed,,
2019-03-07,Stephens,Caleb,Chevrolet,Tahoe,Missed,,
2019-03-07,Phillips,Aria,Chevrolet,Cruze,Attended,,
2019-03-08,Lewis,Emily,Volkswagen,Beetle,Missed,,
2019-03-08,Washington,Zoe,Mazda,Mazda3,Attended,,
2019-03-08,Hall,Elijah,Mazda,CX-3,Missed,,
2019-03-11,Robinson,Gabriel,Hyundai,Tucson,Attended,,
2019-03-11,Phillips,Zoe,Chevrolet,Malibu,Attended,,
2019-03-11,Harrison,Adam,Mazda,CX-3,Attended,,
2019-03-11,Hawkins,Anthony,Honda,Fit,Attended,,
2019-03-11,Henderson,Dylan,Jeep,Renegade,Attended,,
2019-03-12,Perez,Aria,Hyundai,Elantra,Attended,,
2019-03-12,Green,Jackson,Chevrolet,Malibu,Missed,,
2019-03-12,Bryant,David,Ford,Escape,Missed,,
2019-03-12,Morris,William,Hyundai,Palisade,Attended,,
2019-03-12,Phillips,Adam,Hyundai,Santa Fe,Missed,,
2019-03-12,Barnes,Dylan,Mercedes-Benz,C-Class,Missed,,
2019-03-12,Freeman,Benjamin,Volkswagen,Atlas,Attended,,
2019-03-12,Miller,Harper,Audi,Q3,Attended,,
2019-03-12,Hughes,Aubrey,Hyundai,Sonata,Attended,,
2019-03-13,Jenkins,Aubrey,Jeep,Cherokee,Missed,,
2019-03-13,McDonald,William,Honda,Odyssey,Missed,,
2019-03-13,Baker,John,Toyota,Highlander,Attended,,
2019-03-13,Green,Matthew,Mazda,CX-5,Missed,,
2019-03-13,Riley,Aria,Jeep,Wrangler,Attended,,
2019-03-13,Lane,Logan,Honda,Odyssey,Missed,,
2019-03-13,Miller,Elijah,Mercedes-Benz,GLE,Missed,,
2019-03-14,Turner,Matthew,Mazda,CX-3,Attended,,
2019-03-14,Carter,Jonathan,Dodge,Challenger,Attended,,
2019-03-14,Rose,Christopher,Ford,Fusion,Attended,,
2019-03-14,Rose,Dylan,Dodge,Durango,Attended,,
2019-03-14,Adams,Aubrey,Kia,Soul,Missed,,
2019-03-14,Weaver,Michael,Toyota,Corolla,Attended,,
2019-03-15,Harrison,Matthew,Volkswagen,Passat,Attended,,
2019-03-15,Riley,Charlotte,Jeep,Wrangler,Missed,,
2019-03-15,Morgan,Joseph,Ford,Edge,Missed,,
2019-03-15,Ellis,Mia,Chevrolet,Silverado,Attended,,
2019-03-15,Simmons,Andrew,Audi,A6,Missed,,
2019-03-15,Young,Scarlett,Subaru,BRZ,Attended,,
2019-03-15,Allen,Olivia,Kia,Optima,Attended,,
2019-03-15,Berry,Aiden,Nissan,Altima,Missed,,
2019-03-15,Fisher,Charlotte,Mercedes-Benz,C-Class,Attended,,
2019-03-18,Hudson,Olivia,BMW,5 Series,Attended,,
2019-03-18,Black,Dylan,Kia,Forte,Missed,,
2019-03-18,Gonzales,Joshua,Subaru,Outback,Attended,,
2019-03-18,Price,Aria,Honda,Pilot,Missed,,
2019-03-19,Hunt,Jonathan,Audi,Q5,Attended,,
2019-03-19,Sanders,Gabriel,Volkswagen,Jetta,Attended,,
2019-03-19,Cook,Evelyn,Kia,Forte,Attended,,
2019-03-19,Bailey,Lillian,Volkswagen,Beetle,Missed,,
2019-03-19,Johnson,Scarlett,Dodge,Charger,Missed,,
2019-03-19,Shaw,Ella,Toyota,Tacoma,Attended,,
2019-03-19,Owens,Andrew,Mazda,CX-3,Attended,,
2019-03-20,Wood,Gabriel,Ford,Explorer,Attended,,
2019-03-20,Lane,Andrew,Chevrolet,Silverado,Missed,,
2019-03-20,Hawkins,Sarah,Dodge,Avenger,Attended,,
2019-03-20,Robinson,Jane,Jeep,Cherokee,Missed,,
2019-03-20,Walker,Sofia,Volkswagen,Passat,Attended,,
2019-03-20,Ford,Nicholas,BMW,5 Series,Attended,,
2019-03-20,Armstrong,Ella,Nissan,Altima,Attended,,
2019-03-21,Rice,Christopher,Audi,A4,Attended,,
2019-03-21,Hayes,Aria,Kia,Forte,Missed,,
2019-03-21,Jenkins,Scarlett,Chevrolet,Silverado,Attended,,
2019-03-21,Gordon,Adam,Honda,CR-V,Attended,,
2019-03-21,Stephens,Emily,Toyota,RAV4,Attended,,
2019-03-21,Roberts,Elijah,Hyundai,Sonata,Attended,,
2019-03-22,Wagner,Grace,Mercedes-Benz,GLC,Attended,,
2019-03-22,Black,Hannah,Mercedes-Benz,C-Class,Attended,,
2019-03-22,Tucker,Nathan,Hyundai,Tucson,Missed,,
2019-03-22,Bryant,Charlotte,Mercedes-Benz,GLE,Attended,,
2019-03-25,Gray,Victoria,Toyota,Camry,Attended,,
2019-03-25,Berry,Aria,Jeep,Cherokee,Attended,,
2019-03-25,Hall,Natalie,Ford,Mustang,Missed,,
2019-03-25,Perez,Nathan,BMW,5 Series,Missed,,
2019-03-25,Flores,Michael,Dodge,Grand Caravan,Missed,,
2019-03-25,Wells,William,BMW,3 Series,Attended,,
2019-03-25,Cole,Sophia,Ford,F-150,Attended,,
2019-03-25,Hunt,Olivia,Toyota,Sienna,Missed,,
2019-03-25,Cruz,Grace,BMW,X3,Attended,,
2019-03-25,Torres,Logan,Mazda,MX-5 Miata,Missed,,
2019-03-26,Jordan,Andrew,Volkswagen,Atlas,Missed,,
2019-03-26,Bennett,Evelyn,Audi,A4,Missed,,
2019-03-26,Stevens,Nathan,Chevrolet,Impala,Attended,,
2019-03-26,Campbell,Caleb,Dodge,Durango,Attended,,
2019-03-26,Murray,Zoe,Honda,Fit,Attended,,
2019-03-26,Williams,Christopher,Honda,Odyssey,Attended,,
2019-03-26,Harris,Chloe,Honda,Accord,Attended,,
2019-03-26,Perry,Evelyn,Honda,Civic,Missed,,
2019-03-26,Robinson,Elizabeth,Subaru,Forester,Attended,,
2019-03-26,Bryant,William,Jeep,Gladiator,Attended,,
2019-03-26,Ferguson,Benjamin,Mercedes-Benz,GLC,Attended,,
2019-03-27,Gordon,Sophia,Mercedes-Benz,GLA,Attended,,
2019-03-27,Dixon,Abigail,Chevrolet,Silverado,Missed,,
2019-03-27,Powell,Chloe,Volkswagen,Golf,Missed,,
2019-03-27,Hicks,Aubrey,Mazda,Mazda3,Attended,,
2019-03-27,Pierce,Aria,Honda,Accord,Missed,,
2019-03-27,West,Chloe,Toyota,Sienna,Attended,,
2019-03-28,Gonzalez,Ella,Subaru,Legacy,Missed,,
2019-03-28,Berry,Joseph,Hyundai,Palisade,Attended,,
2019-03-28,Gibson,Caleb,Toyota,Camry,Attended,,
2019-03-28,West,Chloe,Dodge,Challenger,Attended,,
2019-03-29,Roberts,Emily,Audi,A3,Missed,,
2019-03-29,Sullivan,Ella,Volkswagen,Golf,Attended,,
2019-03-29,Bennett,Elizabeth,Audi,A3,Attended,,
2019-04-01,Freeman,Olivia,Chevrolet,Impala,Attended,,
2019-04-01,Grant,Elijah,Mercedes-Benz,C-Class,Attended,,
2019-04-01,Kelly,Gabriel,Toyota,RAV4,Attended,,
2019-04-01,Robertson,Sophia,Audi,Q7,Attended,,
2019-04-01,Garcia,Benjamin,Mazda,CX-3,Attended,,
2019-04-02,Webb,Aiden,Toyota,Tacoma,Attended,,
2019-04-02,Price,Christopher,Mazda,CX-9,Attended,,
2019-04-02,Perez,Christopher,Toyota,Sienna,Missed,,
2019-04-02,Ruiz,Joseph,Volkswagen,Golf,Missed,,
2019-04-02,Reed,James,Chevrolet,Silverado,Missed,,
2019-04-03,Hart,Logan,Hyundai,Kona,Missed,,
2019-04-03,Coleman,Elizabeth,Nissan,Murano,Attended,,
2019-04-03,Martinez,Charlotte,Hyundai,Tucson,Attended,,
2019-04-03,Ferguson,Nicholas,Dodge,Journey,Attended,,
2019-04-04,Pierce,Adam,Subaru,Crosstrek,Missed,,
2019-04-04,Fisher,Nicholas,BMW,7 Series,Attended,,
2019-04-04,Rivera,Aria,Mazda,CX-9,Missed,,
2019-04-04,Walker,Jane,Nissan,Murano,Missed,,
2019-04-04,Griffin,Samuel,Jeep,Gladiator,Missed,,
2019-04-05,Stephens,Anthony,Volkswagen,Jetta,Attended,,
2019-04-05,Walker,Emily,BMW,X3,Missed,,
2019-04-05,Harris,Ryan,Audi,Q7,Attended,,
2019-04-08,Flores,Lucas,Hyundai,Elantra,Attended,,
2019-04-08,Hayes,Grace,Nissan,Rogue,Attended,,
2019-04-08,Ray,Sophia,Mazda,MX-5 Miata,Attended,,
2019-04-08,Lewis,Grace,Toyota,Camry,Missed,,
2019-04-08,Davis,Joseph,Ford,Edge,Missed,,
2019-04-08,Dunn,Scarlett,Chevrolet,Silverado,Attended,,
2019-04-08,Griffin,Nicholas,Audi,A6,Missed,,
2019-04-09,Hunter,Ella,Dodge,Durango,Missed,,
2019-04-09,Ross,Harper,Audi,Q3,Attended,,
2019-04-09,Robertson,Michael,Mercedes-Benz,S-Class,Attended,,
2019-04-10,Cook,Lillian,Mazda,CX-3,Missed,,
2019-04-10,Butler,Jackson,Nissan,Murano,Missed,,
2019-04-10,Hawkins,Aria,Honda,Odyssey,Attended,,
2019-04-10,Williams,Charlotte,Jeep,Grand Cherokee,Attended,,
2019-04-10,Hicks,Aubrey,Mercedes-Benz,S-Class,Missed,,
2019-04-10,Patterson,Joshua,Audi,A6,Attended,,
2019-04-10,Hall,Adam,Volkswagen,Beetle,Attended,,
2019-04-10,Bradley,Andrew,Chevrolet,Equinox,Attended,,
2019-04-11,Scott,Nicholas,Mercedes-Benz,GLC,Missed,,
2019-04-11,Dixon,Jackson,Hyundai,Kona,Attended,,
2019-04-11,Grant,Lillian,Audi,A6,Missed,,
2019-04-11,Matthews,Nathan,Jeep,Gladiator,Attended,,
2019-04-11,Knight,Chloe,Mercedes-Benz,S-Class,Attended,,
2019-04-11,Simpson,Nicholas,Jeep,Gladiator,Attended,,
2019-04-11,Lopez,Amelia,Mercedes-Benz,S-Class,Attended,,
2019-04-12,Fox,Mia,Nissan,Murano,Missed,,
2019-04-12,Ellis,Caleb,Volkswagen,Tiguan,Attended,,
2019-04-12,Daniels,Abigail,BMW,5 Series,Attended,,
2019-04-12,Young,Jonathan,Audi,Q3,Missed,,
2019-04-12,Butler,Abigail,Toyota,Camry,Missed,,
2019-04-12,Simmons,David,Mazda,Mazda3,Missed,,
2019-04-12,Daniels,Scarlett,Toyota,Corolla,Missed,,
2019-04-12,Pierce,Elijah,Toyota,Camry,Attended,,
2019-04-15,Hart,Michael,Kia,Telluride,Attended,,
2019-04-15,Black,Jackson,Kia,Sportage,Attended,,
2019-04-15,Palmer,Sophia,Kia,Telluride,Missed,,
2019-04-15,Watson,Harper,Mercedes-Benz,GLE,Missed,,
2019-04-15,Alexander,Michael,Toyota,Tacoma,Attended,,
2019-04-16,Peterson,Emma,Toyota,Tacoma,Attended,,
2019-04-16,Sanchez,Zoe,Volkswagen,Jetta,Missed,,
2019-04-16,Warren,Mia,Subaru,Outback,Attended,,
2019-04-16,Black,Jonathan,Toyota,Sienna,Attended,,
2019-04-16,Moore,Olivia,Jeep,Renegade,Attended,,
2019-04-16,Martin,Zoe,Jeep,Cherokee,Missed,,
2019-04-17,Carpenter,Hannah,Kia,Sorento,Attended,,
2019-04-17,Gomez,Jackson,Jeep,Renegade,Attended,,
2019-04-17,Hayes,Sophia,Toyota,RAV4,Attended,,
2019-04-18,Williams,Aria,Toyota,Corolla,Missed,,
2019-04-18,Ward,Avery,Jeep,Gladiator,Missed,,
2019-04-18,Crawford,Andrew,Volkswagen,Atlas,Attended,,
2019-04-19,Wagner,Aubrey,Hyundai,Elantra,Attended,,
2019-04-19,Jordan,Joseph,Hyundai,Kona,Attended,,
2019-04-19,Fisher,Aria,Hyundai,Santa Fe,Missed,,
2019-04-19,Hunt,Michael,Chevrolet,Malibu,Attended,,
2019-04-22,Roberts,Dylan,Dodge,Challenger,Attended,,
2019-04-22,Davis,Joshua,Toyota,RAV4,Attended,,
2019-04-22,Marshall,Jonathan,Mazda,CX-5,Attended,,
2019-04-22,Bradley,David,Toyota,Camry,Attended,,
2019-04-22,James,Sofia,Subaru,Crosstrek,Attended,,
2019-04-22,Hudson,Ryan,Nissan,Pathfinder,Attended,,
2019-04-23,Sanders,Chloe,Mercedes-Benz,S-Class,Attended,,
2019-04-23,Watkins,Grace,BMW,X5,Missed,,
2019-04-23,Hayes,Benjamin,Jeep,Cherokee,Missed,,
2019-04-24,Fox,Lucas,BMW,7 Series,Attended,,
2019-04-24,Lewis,Benjamin,Honda,Accord,Attended,,
2019-04-24,Kennedy,Jackson,BMW,X3,Attended,,
2019-04-25,Reyes,Lillian,Dodge,Grand Caravan,Attended,,
2019-04-25,Torres,Olivia,Kia,Optima,Missed,,
2019-04-25,Hamilton,Emily,Audi,A3,Attended,,
2019-04-25,Clark,Evelyn,Chevrolet,Cruze,Attended,,
2019-04-26,Reed,Amelia,Subaru,BRZ,Attended,,
2019-04-26,Ford,Michael,Subaru,Legacy,Attended,,
2019-04-26,Taylor,Natalie,Toyota,Corolla,Attended,,
2019-04-26,Taylor,Sarah,Chevrolet,Impala,Attended,,
2019-04-26,Crawford,Charlotte,Hyundai,Kona,Missed,,
2019-04-26,Sanchez,Daniel,Hyundai,Palisade,Attended,,
2019-04-26,Wells,Anthony,Audi,A4,Attended,,
2019-04-26,Duncan,Charlotte,Toyota,RAV4,Attended,,
2019-04-26,Sanchez,Hannah,Chevrolet,Impala,Missed,,
2019-04-29,Reyes,Christopher,BMW,X5,Attended,,
2019-04-29,Ramirez,James,Kia,Telluride,Missed,,
2019-04-29,Jenkins,Jane,BMW,4 Series,Attended,,
2019-04-29,Rogers,Joshua,Audi,A3,Attended,,
2019-04-29,Gray,Sarah,Dodge,Avenger,Attended,,
2019-04-30,Shaw,Natalie,Chevrolet,Malibu,Missed,,
2019-04-30,Phillips,Jonathan,BMW,7 Series,Attended,,
2019-04-30,Watson,Adam,Mazda,CX-3,Attended,,
2019-04-30,Ferguson,Amelia,Chevrolet,Silverado,Attended,,
2019-04-30,Evans,Joshua,Mazda,MX-5 Miata,Attended,,
2019-04-30,Kennedy,Michael,Jeep,Cherokee,Missed,,
2019-05-01,Garcia,Gabriel,Chevrolet,Impala,Attended,,
2019-05-01,Johnson,Natalie,Honda,Civic,Missed,,
2019-05-01,Boyd,Joseph,Nissan,Leaf,Attended,,
2019-05-01,Foster,Ella,BMW,7 Series,Missed,,
2019-05-01,West,Dylan,Volkswagen,Passat,Attended,,
2019-05-01,West,Ella,Jeep,Gladiator,Missed,,
2019-05-02,Adams,Jane,Hyundai,Palisade,Attended,,
2019-05-02,Henderson,Nicholas,Jeep,Wrangler,Missed,,
